,Brand,Model,Price,Location,Year,Engine_Liter,Car_Age
12390,Toyota,Camry,3300000,Тараз,1997,3.0,28
12391,Toyota,Camry,3500000,Ушарал,1998,2.2,27
12392,Toyota,Yaris,4100000,Алматы,2009,1.3,16
12393,Toyota,Land Cruiser,44200000,Алматы,2021,4.0,4
12394,Toyota,Corolla,4700000,Усть-Каменогорск,2008,1.6,17
12395,Toyota,RAV4,11300000,Астана,2016,2.5,9
12396,Toyota,Land Cruiser Prado,5700000,Атырау,1996,3.0,29
12397,Toyota,Hilux,22300000,Атырау,2021,4.0,4
12398,Toyota,Land Cruiser,4000000,Жезказган,1997,4.5,28
12399,Toyota,Camry,3700000,Тараз,1997,2.2,28
12400,Toyota,Sienna,4000000,Казалинск,2001,3.0,24
12401,Toyota,C-HR,9800000,Алматы,2019,2.0,6
12402,Toyota,Carina E,1600000,Шелек,1997,2.0,28
12403,Toyota,Caldina,1200000,Алматы,1995,2.0,30
12404,Toyota,Land Cruiser,2500000,Атырау,1997,4.5,28
12405,Toyota,Camry,5700000,Актау,2012,2.5,13
12406,Toyota,Land Cruiser Prado,6500000,Тараз,1998,2.7,27
12407,Toyota,Camry,6600000,Кулан,2015,2.5,10
12408,Toyota,Camry,6100000,Астана,2007,2.4,18
12409,Toyota,Noah,6500000,Астана,2008,2.0,17
12410,Toyota,Hilux Surf,2100000,Алматы,1995,3.0,30
12411,Toyota,Land Cruiser Prado,20500000,Караганда,2017,2.8,8
12412,Toyota,Yaris,3600000,Актобе,2009,1.5,16
12413,Toyota,Camry,4850000,Актау,2010,2.5,15
12414,Toyota,Camry,13500000,Мерке,2021,2.5,4
12415,Toyota,Camry,14500000,Алматы,2023,2.5,2
12416,Toyota,Land Cruiser,36500000,Астана,2020,4.6,5
12417,Toyota,Sprinter Marino,2000000,Алматы,1995,1.6,30
12418,Toyota,Highlander,7999999,Торткуль,2014,3.5,11
12419,Toyota,Camry,11500000,Усть-Каменогорск,2014,2.5,11
12420,Toyota,Previa,5900000,Астана,2003,2.4,22
12421,Toyota,Previa,11200000,Шымкент,2009,2.4,16
12422,Toyota,Hiace,26000000,Атырау,2022,2.8,3
12423,Toyota,Camry,10000000,Риддер,2013,2.5,12
12424,Toyota,Mark II,2200000,Алматы,1996,2.0,29
12425,Toyota,Camry,12800000,Павлодар,2014,2.5,11
12426,Toyota,Camry,10100000,Астана,2012,2.5,13
12427,Toyota,Highlander,22000000,Атырау,2022,2.4,3
12428,Toyota,RAV4,7000000,Талдыкорган,2012,2.0,13
12429,Toyota,Windom,2900000,Астана,1997,2.5,28
12430,Toyota,Corolla,4100000,Караганда,2008,1.6,17
12431,Toyota,Camry,6000000,Костанай,2008,2.4,17
12432,Toyota,Land Cruiser,39500000,Алматы,2018,4.6,7
12433,Toyota,Alphard,2500000,Уральск,2003,3.0,22
12434,Toyota,Sienna,10000000,Актау,2014,3.5,11
12435,Toyota,Corolla,6000000,Тараз,2013,1.4,12
12436,Toyota,Avensis,5700000,Алматы,2011,1.8,14
12437,Toyota,Land Cruiser Prado,23000000,Алматы,2019,2.7,6
12438,Toyota,Avensis,2200000,Семей,1998,1.6,27
12439,Toyota,Sequoia,16000000,Атырау,2012,5.7,13
12440,Toyota,Carina E,1700000,Тараз,1994,1.6,31
12441,Toyota,Camry,2800000,Атырау,2006,2.4,19
12442,Toyota,Camry,12700000,Караганда,2017,2.5,8
12443,Toyota,Alphard,6000000,Алматы,2006,2.4,19
12444,Toyota,Camry,8000000,Шымкент,2012,2.5,13
12445,Toyota,Camry Gracia,3900000,Алматы,1997,2.5,28
12446,Toyota,Camry,8100000,Актау,2012,2.5,13
12447,Toyota,Vellfire,5000000,Алматы,2009,3.5,16
12448,Toyota,Camry,2720000,Шымкент,1998,3.0,27
12449,Toyota,Corolla,6600000,Павлодар,2013,1.6,12
12450,Toyota,Estima,9000000,Семей,2012,3.5,13
12451,Toyota,Hilux,22950000,Актау,2024,2.7,1
12452,Toyota,Land Cruiser,7300000,Усть-Каменогорск,2006,4.2,19
12453,Toyota,Camry,1300000,Астана,1994,3.0,31
12454,Toyota,Mark II,2000000,Атырау,2000,2.5,25
12455,Toyota,Carina E,1700000,Алматы,1995,1.6,30
12456,Toyota,Ipsum,7100000,Тараз,2008,2.4,17
12457,Toyota,Alphard,8100000,Алматы,2005,2.4,20
12458,Toyota,Highlander,22000000,Астана,2020,3.5,5
12459,Toyota,Camry,2700000,Шымкент,1994,3.0,31
12460,Toyota,Matrix,3700000,Алматы,2002,1.8,23
12461,Toyota,Crown Majesta,5000000,Шымкент,2007,4.3,18
12462,Toyota,Camry,4800000,Алматы,2007,2.4,18
12463,Toyota,Corolla,6100000,Шымкент,2012,1.8,13
12464,Toyota,Land Cruiser,27000000,Алматы,2012,5.7,13
12465,Toyota,Camry,7000000,Актау,2011,2.5,14
12466,Toyota,Camry,8300000,Актобе,2014,2.5,11
12467,Toyota,Camry,7400000,Кокшетау,2013,2.5,12
12468,Toyota,4Runner,1800000,Актобе,1989,3.0,36
12469,Toyota,Land Cruiser Prado,30800000,Актобе,2024,2.7,1
12470,Toyota,Corolla,6100000,Алматы,2011,1.8,14
12471,Toyota,Land Cruiser,9500000,Алматы,2004,4.7,21
12472,Toyota,Camry,6800000,Мангистау,2016,2.5,9
12473,Toyota,Highlander,17800000,Алматы,2015,2.7,10
12474,Toyota,RAV4,12450000,Алматы,2016,2.5,9
12475,Toyota,Corolla,6000000,Астана,2013,1.6,12
12476,Toyota,Camry,5900000,Тараз,2004,3.0,21
12477,Toyota,Camry,16500000,Талдыкорган,2023,2.5,2
12478,Toyota,Avensis,4700000,Актобе,2007,1.8,18
12479,Toyota,Land Cruiser Prado,13000000,Уральск,2008,4.0,17
12480,Toyota,Highlander,7200000,Туркестан,2004,3.3,21
12481,Toyota,RAV4,14500000,Актобе,2019,2.5,6
12482,Toyota,Camry,3050000,Караганда,2000,2.2,25
12483,Toyota,Estima,6000000,Алматы,2003,3.0,22
12484,Toyota,Camry,8000000,Актау,2014,2.5,11
12485,Toyota,Camry,10600000,Алматы,2016,2.5,9
12486,Toyota,Camry,8700000,Туркестан,2014,2.5,11
12487,Toyota,Highlander,13500000,Актау,2019,3.5,6
12488,Toyota,RAV4,8990000,Шымкент,2014,2.0,11
12489,Toyota,Land Cruiser,4500000,Астана,1997,4.5,28
12490,Toyota,Carina E,1300000,Усть-Каменогорск,1996,1.6,29
12491,Toyota,Land Cruiser,13500000,Кызылорда,2007,4.7,18
12492,Toyota,Avensis,2000000,Астана,2001,2.0,24
12493,Toyota,Corolla,7500000,Рудный,2016,1.6,9
12494,Toyota,RAV4,3200000,Темиртау,1995,2.0,30
12495,Toyota,Camry,8800000,Караганда,2012,2.5,13
12496,Toyota,Land Cruiser Prado,18000000,Актобе,2014,2.7,11
12497,Toyota,Camry,22200000,Алматы,2024,2.5,1
12498,Toyota,Land Cruiser Prado,27000000,Алматы,2020,2.7,5
12499,Toyota,Land Cruiser Prado,10500000,Шымкент,2008,2.7,17
12500,Toyota,Carina E,1000000,Алматы,1992,2.0,33
12501,Toyota,Camry,4350000,Алматы,2003,3.0,22
12502,Toyota,Highlander,16000000,Астана,2014,3.5,11
12503,Toyota,RAV4,9500000,Актобе,2016,2.5,9
12504,Toyota,Camry,5300000,Атырау,2010,2.5,15
12505,Toyota,Camry,2300000,Актау,1995,2.2,30
12506,Toyota,Camry,1190000,Алматы,1996,2.2,29
12507,Toyota,Carina E,1800000,Приозерск,1993,1.6,32
12508,Toyota,4Runner,21700000,Алматы,2020,4.0,5
12509,Toyota,Camry,6000000,Астана,2005,2.4,20
12510,Toyota,Camry,6500000,Актобе,2016,2.5,9
12511,Toyota,Corolla,4200000,Шымкент,2010,1.6,15
12512,Toyota,Land Cruiser Prado,18500000,Алматы,2013,2.7,12
12513,Toyota,Camry,7200000,Талдыкорган,2007,2.4,18
12514,Toyota,Camry,2100000,Алматы,1993,2.2,32
12515,Toyota,Sienna,12000000,Алматы,2015,3.5,10
12516,Toyota,Carina ED,1300000,Петропавловск,1995,2.0,30
12517,Toyota,Matrix,4800000,Алматы,2005,1.8,20
12518,Toyota,Sienna,6900000,Туркестан,2008,3.5,17
12519,Toyota,Celica,2500000,Усть-Каменогорск,1995,2.0,30
12520,Toyota,Corolla,4350000,Алматы,2007,1.6,18
12521,Toyota,Estima Lucida,3000000,Алматы,1997,2.4,28
12522,Toyota,Land Cruiser Prado,41500000,Алматы,2023,4.0,2
12523,Toyota,Corolla,3300000,Алматы,2003,1.8,22
12524,Toyota,Camry Gracia,2900000,Алматы,1998,2.2,27
12525,Toyota,Camry,2500000,Алматы,1999,2.2,26
12526,Toyota,RAV4,13800000,Актау,2021,2.5,4
12527,Toyota,Fortuner,9000000,Костанай,2005,4.0,20
12528,Toyota,Estima,5000000,Жанаозен,2010,2.4,15
12529,Toyota,Hilux,8300000,Уральск,2013,2.7,12
12530,Toyota,RAV4,7000000,Уральск,2006,2.4,19
12531,Toyota,Estima Emina,1700000,Кокшетау,1995,2.4,30
12532,Toyota,Camry,7250000,Шымкент,2008,2.4,17
12533,Toyota,Alphard,6200000,Костанай,2002,3.0,23
12534,Toyota,Sienna,10500000,Астана,2017,3.5,8
12535,Toyota,Mark II,2450000,Астана,1997,2.0,28
12536,Toyota,Tacoma,21000000,Алматы,2017,3.5,8
12537,Toyota,Mark II,2500000,Петропавловск,1996,3.0,29
12538,Toyota,Camry,5200000,Актау,2012,2.5,13
12539,Toyota,RAV4,18700000,Алматы,2022,2.5,3
12540,Toyota,Venza,11500000,Костанай,2014,2.7,11
12541,Toyota,Estima Lucida,2400000,Караганда,1993,2.2,32
12542,Toyota,Camry,9000000,Актау,2018,2.5,7
12543,Toyota,Corolla,4500000,Семей,2010,1.6,15
12544,Toyota,Corolla,3500000,Алматы,2006,1.4,19
12545,Toyota,Highlander,6150000,Актау,2002,3.0,23
12546,Toyota,Corolla,3700000,Семей,2002,1.6,23
12547,Toyota,Land Cruiser Prado,9500000,Актобе,2007,2.7,18
12548,Toyota,Caldina,2300000,Алматы,1996,1.8,29
12549,Toyota,RAV4,8500000,Актау,2009,2.0,16
12550,Toyota,Corolla,4100000,Астана,2007,1.6,18
12551,Toyota,Camry,11000000,Тараз,2018,2.5,7
12552,Toyota,Aristo,2600000,Балхаш,1996,3.0,29
12553,Toyota,Land Cruiser Prado,15500000,Атырау,2012,2.7,13
12554,Toyota,Land Cruiser Prado,13500000,Талдыкорган,2010,2.7,15
12555,Toyota,Camry,2800000,Алматы,1997,2.2,28
12556,Toyota,Corona,1200000,Алматы,1997,1.6,28
12557,Toyota,Mark II,1600000,Алматы,1995,2.0,30
12558,Toyota,Camry,6100000,Алматы,2016,2.5,9
12559,Toyota,Highlander,16000000,Актау,2014,3.5,11
12560,Toyota,Camry,13000000,Актобе,2017,2.5,8
12561,Toyota,Camry,5200000,Усть-Каменогорск,2004,2.4,21
12562,Toyota,Carina E,2000000,Тараз,1995,1.8,30
12563,Toyota,Highlander,7500000,Алматы,2005,3.3,20
12564,Toyota,Camry,2300000,Алматы,2019,2.0,6
12565,Toyota,Matrix,5000000,Астана,2010,1.8,15
12566,Toyota,Estima,7500000,Алматы,2010,2.4,15
12567,Toyota,Land Cruiser,52000000,Астана,2023,3.5,2
12568,Toyota,Harrier,4200000,Усть-Каменогорск,1998,3.0,27
12569,Toyota,Highlander,7000000,Сарыкемер,2005,3.3,20
12570,Toyota,Carina E,1500000,Алматы,1995,1.6,30
12571,Toyota,Land Cruiser Prado,8000000,Алматы,1997,3.0,28
12572,Toyota,Chaser,1600000,Алматы,1996,2.0,29
12573,Toyota,Land Cruiser Prado,30000000,Алматы,2019,4.0,6
12574,Toyota,Camry,10500000,Павлодар,2019,2.5,6
12575,Toyota,RAV4,14500000,Алматы,2021,2.5,4
12576,Toyota,Camry,2200000,Талдыкорган,1992,2.2,33
12577,Toyota,Camry,4800000,Семей,2004,2.4,21
12578,Toyota,Corolla,6000000,Уральск,2014,1.6,11
12579,Toyota,RAV4,2800000,Шелек,1995,2.0,30
12580,Toyota,Estima,4900000,Атырау,2010,2.4,15
12581,Toyota,Vista,2000000,Астана,1998,2.0,27
12582,Toyota,Land Cruiser,24500000,Тараз,2013,4.6,12
12583,Toyota,Camry,4500000,Костанай,2002,2.4,23
12584,Toyota,Land Cruiser Prado,17000000,Актау,2013,2.7,12
12585,Toyota,Estima,3800000,Актобе,2004,3.0,21
12586,Toyota,Alphard,7300000,Атырау,2008,3.0,17
12587,Toyota,Camry,9850000,Жанаозен,2011,2.5,14
12588,Toyota,Camry,5300000,Актау,2008,2.4,17
12589,Toyota,Carina E,2300000,Петропавловск,1992,2.0,33
12590,Toyota,Camry,4700000,Актобе,2013,2.5,12
12591,Toyota,Crown,6200000,Астана,2006,3.0,19
12592,Toyota,Sienna,15300000,Алматы,2017,3.5,8
12593,Toyota,Land Cruiser Prado,38000000,Алматы,2024,2.4,1
12594,Toyota,Estima,5500000,Семей,2007,2.5,18
12595,Toyota,Matrix,3700000,Алматы,2005,1.8,20
12596,Toyota,Camry,4700000,Караганда,2001,2.4,24
12597,Toyota,Camry,9000000,Уральск,2018,2.5,7
12598,Toyota,Camry,14864830,Астана,2021,2.5,4
12599,Toyota,Camry,2700000,Алматы,2000,2.2,25
12600,Toyota,Camry,7500000,Астана,2019,2.5,6
12601,Toyota,RAV4,2800000,Астана,1996,2.0,29
12602,Toyota,Camry,14900000,Алматы,2023,2.5,2
12603,Toyota,Raum,1500000,Алматы,1997,1.5,28
12604,Toyota,Corolla,6000000,Атырау,2015,1.6,10
12605,Toyota,Gaia,3300000,Алматы,1998,2.0,27
12606,Toyota,Vista,1000000,Усть-Каменогорск,1996,2.0,29
12607,Toyota,Highlander,8000000,Жанаозен,2013,2.7,12
12608,Toyota,Mark II,1800000,Талдыкорган,2001,2.5,24
12609,Toyota,Land Cruiser Prado,11000000,Актобе,2007,2.7,18
12610,Toyota,Hilux,12500000,Алматы,2018,2.4,7
12611,Toyota,Windom,3100000,Алматы,1997,2.5,28
12612,Toyota,Camry,8500000,Астана,2013,2.0,12
12613,Toyota,Carina E,2000000,Алматы,1993,1.6,32
12614,Toyota,Land Cruiser,16200000,Астана,2008,4.7,17
12615,Toyota,Highlander,23000000,Алматы,2020,3.5,5
12616,Toyota,Avensis,3100000,Костанай,2008,1.8,17
12617,Toyota,Crown,6000000,Алматы,2007,3.0,18
12618,Toyota,Fortuner,7000000,Актау,2006,2.7,19
12619,Toyota,Camry,9000000,Саумалколь,2013,3.5,12
12620,Toyota,Camry,5300000,Алматы,2002,3.0,23
12621,Toyota,Alphard,7000000,Актобе,2011,3.5,14
12622,Toyota,Camry,6400000,Актау,2014,2.5,11
12623,Toyota,Camry,5800000,Атырау,2004,2.4,21
12624,Toyota,Land Cruiser Prado,28200000,Шымкент,2022,2.7,3
12625,Toyota,Alphard,4500000,Актобе,2004,3.0,21
12626,Toyota,Estima,5700000,Актобе,2009,3.5,16
12627,Toyota,Camry,5600000,Караганда,2007,2.4,18
12628,Toyota,Camry,5500000,Жезказган,2006,2.4,19
12629,Toyota,Land Cruiser,49990000,Актау,2022,4.0,3
12630,Toyota,Camry,20300000,Шымкент,2024,2.5,1
12631,Toyota,Camry,5300000,Атырау,2014,2.5,11
12632,Toyota,Corolla,5300000,Астана,2007,1.6,18
12633,Toyota,Highlander,9500000,Актау,2012,3.5,13
12634,Toyota,Chaser,1300000,Алматы,1995,2.5,30
12635,Toyota,Camry,8900000,Актау,2018,2.5,7
12636,Toyota,Camry,9500000,Уральск,2019,2.5,6
12637,Toyota,Avensis,4200000,Усть-Каменогорск,2004,1.8,21
12638,Toyota,Carina ED,1650000,Алматы,1994,2.0,31
12639,Toyota,Camry,8100000,Шымкент,2012,2.5,13
12640,Toyota,Camry,4830000,Алматы,2002,2.4,23
12641,Toyota,Camry,1500000,Кызылорда,1994,2.2,31
12642,Toyota,Corolla,7300000,Алматы,2016,1.6,9
12643,Toyota,Camry,5800000,Жанаозен,2003,3.0,22
12644,Toyota,Corolla,4700000,Павлодар,2006,1.6,19
12645,Toyota,Alphard,7000000,Шымкент,2004,2.4,21
12646,Toyota,Camry,3550000,Талдыкорган,1998,2.2,27
12647,Toyota,Camry,14990000,Шымкент,2021,2.5,4
12648,Toyota,Windom,1250000,Алматы,1995,2.5,30
12649,Toyota,Camry,7500000,Петропавловск,2014,2.0,11
12650,Toyota,Land Cruiser,22000000,Караганда,2012,4.6,13
12651,Toyota,RAV4,8300000,Актобе,2011,2.5,14
12652,Toyota,Gaia,3500000,Астана,1999,2.0,26
12653,Toyota,Camry,9500000,Алматы,2015,2.0,10
12654,Toyota,Land Cruiser,5700000,Кульсары,2001,4.5,24
12655,Toyota,Chaser,2900000,Усть-Каменогорск,1994,3.0,31
12656,Toyota,Corolla,2000000,Актобе,1998,1.6,27
12657,Toyota,Camry,6800000,Актау,2017,2.5,8
12658,Toyota,Carina E,1900000,Актобе,1994,2.0,31
12659,Toyota,Land Cruiser,35000000,Атырау,2019,4.6,6
12660,Toyota,Sienna,17000000,Кызылорда,2017,3.5,8
12661,Toyota,Corolla,6000000,Уральск,2013,1.6,12
12662,Toyota,RAV4,12500000,Актобе,2015,2.5,10
12663,Toyota,Hilux Surf,2000000,Усть-Каменогорск,1994,2.4,31
12664,Toyota,Corolla,7600000,Усть-Каменогорск,2015,1.6,10
12665,Toyota,Starlet,1300000,Семей,1997,1.3,28
12666,Toyota,Hilux,24700000,Атырау,2025,2.4,0
12667,Toyota,Mark II,2800000,Усть-Каменогорск,1994,2.5,31
12668,Toyota,Camry,8700000,Актау,2018,2.5,7
12669,Toyota,Carina E,2222222,Астана,1996,1.8,29
12670,Toyota,Camry,6500000,Актобе,2011,2.5,14
12671,Toyota,RAV4,5600000,Семей,2006,2.4,19
12672,Toyota,Carina ED,1200000,Астана,1994,2.0,31
12673,Toyota,Camry,14000000,Алматы,2017,2.5,8
12674,Toyota,Land Cruiser,14500000,Семей,2003,4.5,22
12675,Toyota,Land Cruiser Prado,40500000,Атырау,2023,4.0,2
12676,Toyota,Corolla,10000001,Усть-Каменогорск,2022,1.6,3
12677,Toyota,Hilux Surf,2600000,Уральск,1993,2.4,32
12678,Toyota,Land Cruiser,15500000,Алматы,2010,4.5,15
12679,Toyota,Land Cruiser Prado,12500000,Усть-Каменогорск,2007,2.7,18
12680,Toyota,Corona,1250000,Алматы,1994,1.6,31
12681,Toyota,Hilux,21500000,Атырау,2023,2.4,2
12682,Toyota,Camry,5300000,Актау,2002,3.0,23
12683,Toyota,Land Cruiser Prado,15000000,Актау,2012,2.7,13
12684,Toyota,Estima,7000000,Талдыкорган,2004,3.0,21
12685,Toyota,Ipsum,6000000,Кызылорда,2005,2.4,20
12686,Toyota,Camry,6000000,Бейнеу,2006,3.5,19
12687,Toyota,Sienna,17000000,Алматы,2021,2.5,4
12688,Toyota,Alphard,6500000,Караганда,2004,3.0,21
12689,Toyota,Venza,9700000,Семей,2009,3.5,16
12690,Toyota,Avalon,2800000,Уральск,2006,3.5,19
12691,Toyota,Camry,1700000,Усть-Каменогорск,1991,3.0,34
12692,Toyota,Camry,12300000,Караганда,2018,2.5,7
12693,Toyota,Land Cruiser Prado,10500000,Кызылорда,2005,2.7,20
12694,Toyota,Camry,12300000,Семей,2015,2.5,10
12695,Toyota,Land Cruiser Prado,14800000,Актау,2013,2.7,12
12696,Toyota,Mark II,2300000,Семей,1994,2.5,31
12697,Toyota,Venza,9100000,Алматы,2009,2.7,16
12698,Toyota,Land Cruiser,10400000,Алматы,2007,4.7,18
12699,Toyota,Camry,7200000,Шымкент,2010,2.5,15
12700,Toyota,RAV4,4000000,Алматы,2002,2.0,23
12701,Toyota,Camry,3800000,Петропавловск,1998,2.2,27
12702,Toyota,RAV4,8200000,Петропавловск,2011,2.0,14
12703,Toyota,Verso,7199000,Павлодар,2011,1.8,14
12704,Toyota,Carina E,800000,Экибастуз,1997,1.8,28
12705,Toyota,Camry,3900000,Астана,2007,2.4,18
12706,Toyota,Camry,12500000,Кызылорда,2020,2.5,5
12707,Toyota,Highlander,13500000,Зайсан,2012,3.5,13
12708,Toyota,Avensis,2100000,Астана,1998,1.6,27
12709,Toyota,Hilux,15000000,Актау,2016,2.7,9
12710,Toyota,Camry,7500000,Караганда,2011,2.4,14
12711,Toyota,RAV4,7500000,Усть-Каменогорск,2008,2.0,17
12712,Toyota,Avensis,3950000,Караганда,2005,2.0,20
12713,Toyota,Land Cruiser,26500000,Алматы,2015,4.6,10
12714,Toyota,Land Cruiser,6500000,Алматы,1993,4.5,32
12715,Toyota,Hiace,2200000,Алматы,1999,2.4,26
12716,Toyota,Sienna,3800000,Саксаульский,2000,3.0,25
12717,Toyota,Camry,7500000,Тараз,2010,2.5,15
12718,Toyota,Camry,1550000,Алматы,1995,2.2,30
12719,Toyota,Corolla,12500000,Алматы,2022,1.6,3
12720,Toyota,Highlander,11500000,Уральск,2018,3.5,7
12721,Toyota,Highlander,7000000,Тараз,2003,3.0,22
12722,Toyota,Camry,6200000,Алматы,2005,2.4,20
12723,Toyota,Camry,20500000,Астана,2023,2.5,2
12724,Toyota,Corona Exiv,1500000,Алматы,1995,1.8,30
12725,Toyota,Land Cruiser Prado,28000000,Павлодар,2022,2.7,3
12726,Toyota,Land Cruiser,15300000,Алматы,2011,4.7,14
12727,Toyota,Corolla,3950000,Алматы,2007,1.8,18
12728,Toyota,Corolla,2700000,Кокшетау,2005,1.8,20
12729,Toyota,Mark II,1950000,Астана,1996,2.5,29
12730,Toyota,Vista,2100000,Темиртау,1996,1.8,29
12731,Toyota,Camry,5900000,Павлодар,2007,2.4,18
12732,Toyota,Camry,5350000,Аягоз,2003,3.0,22
12733,Toyota,Windom,3000000,Степногорск,1997,3.0,28
12734,Toyota,Sienna,8000000,Караганда,2004,3.3,21
12735,Toyota,Camry,15000000,Костанай,2020,2.5,5
12736,Toyota,Camry,9300000,Алматы,2012,2.5,13
12737,Toyota,Sprinter Marino,750000,Алматы,1995,2.0,30
12738,Toyota,Camry Gracia,2800000,Кокшетау,1997,2.2,28
12739,Toyota,Camry,5400000,Атырау,2011,2.5,14
12740,Toyota,Camry,5300000,Шымкент,2005,2.4,20
12741,Toyota,Sienna,14100000,Шымкент,2014,3.5,11
12742,Toyota,Camry,8300000,Шымкент,2018,2.5,7
12743,Toyota,Carina E,1100000,Кокшетау,1996,1.6,29
12744,Toyota,Land Cruiser Prado,14500000,Актау,2010,2.7,15
12745,Toyota,Urban Cruiser,4700000,Алматы,2008,1.8,17
12746,Toyota,Carina E,900000,Астана,1992,1.6,33
12747,Toyota,Yaris,4500000,Алматы,2008,1.3,17
12748,Toyota,Camry,12800000,Шымкент,2019,2.5,6
12749,Toyota,Cresta,2200000,Алматы,1996,2.0,29
12750,Toyota,Camry,5300000,Шымкент,2002,3.0,23
12751,Toyota,Land Cruiser Prado,9999999,Жанаозен,2004,4.0,21
12752,Toyota,Corolla,9200000,Астана,2019,1.6,6
12753,Toyota,Corolla,3400000,Алматы,2004,1.6,21
12754,Toyota,Carina E,1500000,Алматы,1994,1.6,31
12755,Toyota,RAV4,11500000,Алматы,2018,2.0,7
12756,Toyota,Land Cruiser,17500000,Актау,2008,4.7,17
12757,Toyota,Camry,4300000,Астана,2004,2.4,21
12758,Toyota,Camry,6750000,Жанаозен,2017,2.5,8
12759,Toyota,Carina E,1600000,Павлодар,1994,1.6,31
12760,Toyota,Estima,4200000,Жезказган,2011,2.4,14
12761,Toyota,Highlander,13500000,Актау,2012,3.5,13
12762,Toyota,Avensis,4400000,Петропавловск,2004,1.8,21
12763,Toyota,Corolla,2800000,Жанаозен,2004,1.8,21
12764,Toyota,Land Cruiser,10500000,Астана,2004,4.7,21
12765,Toyota,Camry,3500000,Курык,1997,3.0,28
12766,Toyota,Hilux,32000000,Астана,2022,2.8,3
12767,Toyota,Camry,8200000,Алматы,2010,2.5,15
12768,Toyota,Camry,6200000,Алматы,2007,2.4,18
12769,Toyota,Camry,9950000,Алматы,2014,2.5,11
12770,Toyota,Land Cruiser Prado,13800000,Атырау,2010,3.0,15
12771,Toyota,Camry,10800000,Актау,2016,2.5,9
12772,Toyota,Ipsum,4000000,Атырау,2004,2.4,21
12773,Toyota,Land Cruiser Prado,3500000,Тараз,1997,3.0,28
12774,Toyota,Camry,8500000,Усть-Каменогорск,2015,2.5,10
12775,Toyota,Land Cruiser Prado,14500000,Астана,2012,2.7,13
12776,Toyota,Camry,4900000,Астана,2004,2.4,21
12777,Toyota,Camry,6500000,Балхаш,2007,2.4,18
12778,Toyota,Estima,6080307,Кызылорда,2008,2.4,17
12779,Toyota,Camry,13000000,Алматы,2015,2.5,10
12780,Toyota,Estima,4500000,Павлодар,2002,2.4,23
12781,Toyota,Carina E,2300000,Алматы,1995,1.8,30
12782,Toyota,Highlander,6000000,Жезказган,2002,3.0,23
12783,Toyota,Ipsum,4500000,Атырау,2007,2.4,18
12784,Toyota,4Runner,15000000,Актау,2016,4.0,9
12785,Toyota,Camry,6500000,Кокшетау,2006,2.4,19
12786,Toyota,RAV4,6000000,Талдыкорган,2007,2.4,18
12787,Toyota,Ipsum,4200000,Алматы,2005,2.4,20
12788,Toyota,Hilux Surf,2750000,Алматы,1995,3.0,30
12789,Toyota,Camry,6700000,Жезказган,2011,2.5,14
12790,Toyota,Camry,4900000,Кызылорда,2002,2.4,23
12791,Toyota,Land Cruiser,16500000,Костанай,2013,4.5,12
12792,Toyota,Land Cruiser Prado,37000000,Актобе,2024,4.0,1
12793,Toyota,Sienna,14000000,Актау,2018,3.5,7
12794,Toyota,Camry,3500000,Жанаозен,2001,3.0,24
12795,Toyota,Hilux Surf,8200000,Алматы,1997,2.7,28
12796,Toyota,Hilux,11500000,Актобе,2016,2.4,9
12797,Toyota,Camry,6500000,Павлодар,2006,2.4,19
12798,Toyota,Camry,5000000,Кызылорда,2005,2.4,20
12799,Toyota,Camry,3400000,Алматы,2004,2.4,21
12800,Toyota,Land Cruiser,11000000,Алматы,2006,4.2,19
12801,Toyota,Camry,3400000,Шымкент,2003,2.4,22
12802,Toyota,Camry,5200000,Алматы,2015,2.5,10
12803,Toyota,Land Cruiser Prado,32000000,Уральск,2022,4.0,3
12804,Toyota,Camry,11700000,Астана,2016,2.5,9
12805,Toyota,Camry,8800000,Кызылорда,2015,2.5,10
12806,Toyota,Camry,5852000,Атырау,2012,2.5,13
12807,Toyota,Hilux Surf,5700000,Алматы,1997,3.0,28
12808,Toyota,Avensis,4000000,Уральск,2006,1.8,19
12809,Toyota,Camry,9100000,Рудный,2015,2.5,10
12810,Toyota,Camry,13000000,Актобе,2021,2.5,4
12811,Toyota,Camry,16900000,Кокшетау,2020,2.5,5
12812,Toyota,RAV4,11750000,Алматы,2016,2.0,9
12813,Toyota,Sienna,13750000,Алматы,2016,3.5,9
12814,Toyota,Land Cruiser,25500000,Алматы,2013,4.6,12
12815,Toyota,Camry,3500000,Аягоз,1997,2.2,28
12816,Toyota,Scepter,2350000,Алматы,1996,2.2,29
12817,Toyota,FJ Cruiser,16000000,Усть-Каменогорск,2007,4.0,18
12818,Toyota,Hilux,12000000,Алматы,2013,2.7,12
12819,Toyota,Camry,5200000,Караганда,2004,2.4,21
12820,Toyota,Highlander,7300000,Алматы,2002,2.4,23
12821,Toyota,Camry,9900000,Караганда,2018,2.5,7
12822,Toyota,Camry,10500000,Тараз,2012,2.5,13
12823,Toyota,RAV4,7490000,Актобе,2016,2.5,9
12824,Toyota,Land Cruiser,23400000,Астана,2018,4.6,7
12825,Toyota,Camry,8300000,Тараз,2013,2.5,12
12826,Toyota,RAV4,5000000,Шымкент,2002,2.0,23
12827,Toyota,RAV4,12500000,Павлодар,2015,2.0,10
12828,Toyota,C-HR,12000000,Астана,2019,1.2,6
